title,type,episodes,status,picture,duration,score,synonyms,tags,year
"""Bungaku Shoujo"" Movie",MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/8/81162.jpg,6000,7.393667439569987,"['A Garota dos Livros', 'A Literary Girl', 'Book Girl', 'Book Girl, La Chica que Devoraba Libros', 'Book Girl: La chica de los libros', 'Bungaku Shoujo', 'Bungaku Shoujo - O Filme', 'Bungaku Shōjo', 'Garota dos Livros: O Filme', 'Gekijouban Bungaku Shoujo', 'Gekijōban Bungaku Shōjo', 'La Chica de los Libros', 'Literature Girl', 'Буквоежка', 'げきじょうばんぶんがくしょうじょ', '劇場版 文学少女', '劇場版""文学少女""', '劇場版“文学少女”', '文学少女', '文学少女 剧场版']","['asia', 'based on a light novel', 'boy meets girl', 'childhood promise', 'classic literature', 'comedy', 'coming of age', 'death', 'dialogue driven', 'drama', 'earth', 'family life', 'following one`s dream', 'indecisive', 'intact family', 'japan', 'japanese production', 'literature', 'love polygon', 'love triangle', 'male protagonist', 'mystery', 'novel', 'parental abandonment', 'place', 'present', 'promise', 'psychological', 'psychological drama', 'real-world location', 'romance', 'school', 'school club', 'school clubs', 'school life', 'storytelling', 'sudden girlfriend appearance', 'suicide', 'supernatural drama', 'the arts', 'the power of love', 'time', 'time skip', 'tragedy', 'yandere']",2010
"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1893/119194.jpg,7080,7.279144094001236,"['""Space Battleship Yamato"" Era: The Choice in 2202', '""Uchū Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku', 'Star Blazers Chronicle 2202', 'Star Blazers: Space Battleship Yamato 2202', 'Star Blazers: Space Battleship Yamato 2202 Movie', 'The ""Space Battleship Yamato"" Era: The Choice in 2202', 'Uchuu Senkan Yamato 2202: Ai no Senshi-tachi Soushuuhen', 'Uchuu Senkan Yamato 2202: Ai no Senshi-tachi Summary', '「宇宙戦艦ヤマト」という時代 西暦2202年の選択', '『宇宙戦艦ヤマト』という時代 西暦2202年の選択', '宇宙戦艦ヤマト2202愛の戦士たち 総集篇']","['action', 'adult cast', 'adventure', 'compilation', 'drama', 'japanese production', 'leijiverse', 'military', 'outer space', 'primarily adult cast', 'recap', 'sci fi', 'sci-fi', 'science fiction', 'space', 'space battles', 'space opera']",2021
.hack//G.U. Trilogy,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/4/23083.jpg,5580,7.089424860853433,"['.hack // G.U. Trilogy', '.hack//G.U. TRILOGY', '.hack//G.U. Трилогія', 'Dot hack//G.U. Trilogy', 'dot hack gu trilogy', 'gu trilogy', 'hack: gu trilogy', 'どっとはっくじーゆーとりろじー']","['action', 'action drama', 'adventure', 'alternative world', 'cg animation', 'cg-anime', 'cgi', 'cyberpunk', 'drama', 'fantasy', 'fictional location', 'full cgi', 'game', 'game elements', 'gaming – video games', 'japanese production', 'magic', 'mmorpg', 'new', 'place', 'rpg', 'sci-fi', 'science fiction', 'science-fiction', 'speculative fiction', 'super power', 'video game', 'video games', 'virtual reality', 'virtual world']",2007
.hack//Roots,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/3/13050.jpg,1440,6.926738189346885,"['.hack// Початок', '.hack//roots', 'dot Hack Roots', 'hack roots', 'hack//Roots', 'hack: roots', 'roots', 'نقطة اختراق//جذور', 'どっとはっくるーつ']","['3d cg animation', 'action', 'adventure', 'alternative world', 'angst', 'anti-hero', 'bionic powers', 'cgi', 'detailed landscapes', 'dialogue driven', 'drama', 'dungeon', 'ending', 'ensemble cast', 'european stylised', 'fantasy', 'fantasy world', 'fictional location', 'friendship', 'future', 'game', 'game elements', 'isekai', 'japanese production', 'kemonomimi', 'magic', 'magic circles', 'male protagonist', 'mmorpg', 'mystery', 'nekomimi', 'new', 'open-ended', 'place', 'plot continuity', 'psi-powers', 'recycled animation -- to be split and deleted', 'revenge', 'romance', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'slow-paced', 'speculative fiction', 'storytelling', 'super power', 'swordplay', 'teamwork', 'teleportation', 'time', 'tragedy', 'unrequited love', 'video game', 'video games', 'violence', 'virtual reality', 'virtual world']",2006
.hack//Sign,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/1443/94665.jpg,1440,6.896911101440202,"['.hack//SIGN', '.hack//时空', 'dot hack', 'dot hack sign', 'hack', 'hack sign', 'hack//SIGN', 'hackSIGN', 'sign', 'Хак', 'Хак//Симбол', 'どっとはっくさいん', '駭客時空']","['action', 'adventure', 'alternative present', 'alternative world', 'amnesia', 'angst', 'anti-hero', 'asia', 'cgi', 'child abuse', 'comedy', 'cross-dressing', 'dark-skinned girl', 'denpa', 'desert', 'detailed landscapes', 'dialogue driven', 'dissociative identities', 'domestic abuse', 'drama', 'dungeon', 'dysfunctional family', 'earth', 'emotional abuse', 'ending', 'ensemble cast', 'existentialism', 'family life', 'fantasy', 'fantasy world', 'female protagonist', 'fictional location', 'friendship', 'game', 'game elements', 'gaming – video games', 'gender bending', 'hacking', 'heroic sacrifice', 'immature', 'isekai', 'japan', 'japanese production', 'jealousy', 'law and order', 'lgbtq+ themes', 'love polygon', 'magic', 'magic circles', 'manipulated memories', 'mmorpg', 'mystery', 'new', 'open-ended', 'parody', 'person in a strange world', 'physical abuse', 'place', 'plot continuity', 'present', 'psychological drama', 'reverse trap', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'shoujo ai', 'slow-paced', 'social commentary', 'speculative fiction', 'spellcasting', 'storytelling', 'super power', 'supernatural drama', 'swordplay', 'swords & co', 'tanned skin', 'teamwork', 'time', 'time skip', 'tragedy', 'trapped in a video game', 'tropes', 'tsundere', 'unrequited love', 'video game', 'video games', 'violence', 'virtual reality', 'virtual world']",2002
.hack//Tasogare no Udewa Densetsu,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/4/78321.jpg,1380,6.67740836940837,"['.hack//A Lenda do Bracelete do Crepúsculo', '.hack//Bransoleta Zmierzchu', '.hack//DUSK', '.hack//Legend Of The Twilight', '.hack//Legend of The Twilight', '.hack//Legend of Twilight’s Bracelet', '.hack//Legend of the Twilight', '.hack//Legend of the Twilight Bracelet', '.hack//Udeden', '.hack//黄昏の腕輪伝説', '.хак//Легенда Сумеречного Браслета', '.хак//Легенда о сумеречном браслете', 'Hack Udeden', 'UdeDen', 'dot hack dusk', 'hack lotb', 'hack tud', 'hack: dusk', 'hackDUSK', 'どっとはっくたそがれのうでわでんせつ']","['action', 'adventure', 'alternative world', 'animal sidekick', 'beach visit', 'boobs in your face', 'call my name', 'calling your attacks', 'catchphrase', 'comedy', 'damsel in distress', 'dungeon', 'ecchi', 'fantasy', 'fictional location', 'flashback', 'gainax bounce', 'game', 'game elements', 'gaming – video games', 'hanami', 'heterochromatic eyes', 'hot springs visit', 'in medias res', 'japanese production', 'kemonomimi', 'magic', 'manga', 'mmorpg', 'new', 'place', 'present', 'preview before ed', 'protection complex', 'regeneration from death -- to be split and removed', 'school swimsuit', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'shounen', 'siblings', 'skimpy clothing', 'slapstick', 'speculative fiction', 'swimsuit', 'swords & co', 'tanabata', 'tanned', 'teleportation', 'tropes', 'video game', 'video games', 'virtual reality', 'virtual world', 'watercolour style']",2003
.hack//The Movie: Sekai no Mukou ni,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/2/35633.jpg,6660,7.057934636791781,"['.hack // The Movie', '.hack//Beyond the World', '.hack//Sekai no Mukou ni', '.hack//Sekai no Mukō ni', '.hack//The Movie', '.hack//The Movie セカイの向こうに', '.hack//Versus: The Thanatos Report', '.hack//世界的彼方', '.злам// Поза «World`-ом»', 'hack: the movie', 'Злам - Поза Світом', 'ドット ハック', 'ドット ハック セカイの向こうに', 'ドットハック セカイの向こうに']","['3d cg animation', 'action', 'adventure', 'angst', 'asia', 'cg animation', 'cg-anime', 'cgi', 'coming of age', 'confession', 'disaster', 'earth', 'fantasy', 'fictional location', 'full cgi', 'future', 'game', 'heroine of weak character', 'japan', 'japanese production', 'love polygon', 'love triangle', 'magic', 'middle school', 'mmorpg', 'mystery', 'place', 'playing video games', 'present', 'romance', 'rpg', 'school', 'school life', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'slow when it comes to love', 'speculative fiction', 'stereoscopic imaging', 'stereotypes', 'stoic hero', 'time', 'video game', 'video games', 'virtual reality', 'virtual world', 'whale']",2012
009 Re:Cyborg,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/9/40189.jpg,6180,6.521783595593119,"['009 RE:CYBORG', 'Cyborg 009: 009 Re:Cyborg', 'ぜろぜろないん り・さいぼーぐ']","['3d cg animation', 'action', 'adventure', 'air combat', 'americas', 'amnesia', 'angel', 'asia', 'based on a manga', 'breathing in space', 'bullet time', 'cel-shaded animation', 'cg animation', 'cg-anime', 'cgi', 'china', 'collateral damage', 'conspiracy', 'crime', 'cyberpunk', 'cyborg', 'cyborgs', 'death', 'disaster', 'earth', 'ecchi', 'end of the world', 'ending', 'fantasy', 'female protagonist', 'gunfights', 'heroic sacrifice', 'human enhancement', 'istanbul', 'japan', 'japanese production', 'lingerie', 'male protagonist', 'manga', 'massacre', 'mecha', 'middle east', 'military', 'murder', 'new york', 'nuclear weapons', 'open-ended', 'place', 'politics', 'predominantly adult cast', 'predominantly male cast', 'present', 'religion', 'robots', 'robots & android', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'secret organisation', 'shanghai', 'shounen', 'space', 'speculative fiction', 'stereoscopic imaging', 'strong male lead', 'suicide', 'super power', 'superheroes', 'terrorism', 'time', 'tokyo', 'tragedy', 'tropes', 'turkey', 'united states', 'violence', 'war']",2012
009-1,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/11/19998.jpg,1440,6.213379921665636,"['0091', 'Cyborg 009: 009-1', 'Zero Zero Nine One', 'ぜろぜろないんわん', 'ゼロゼロナインワン', '霹雳娇娃009-1']","['action', 'adapted into japanese movie', 'adapted into other media', 'adults are useless', 'americas', 'android', 'angst', 'assassins', 'based on a manga', 'carefree', 'collateral damage', 'comedy', 'conspiracy', 'cyberpunk', 'cyborg', 'cyborgs', 'drama', 'earth', 'ecchi', 'episodic', 'eroticism', 'espionage', 'europe', 'female protagonist', 'flashback', 'future', 'gainax bounce', 'gore', 'gunfights', 'guns', 'human enhancement', 'italy', 'japanese production', 'large breasts', 'lingerie', 'manga', 'martial arts', 'mecha', 'military', 'military is useless', 'moon', 'music', 'nudity', 'other planet', 'pantsu', 'parody', 'performance', 'place', 'politics', 'predominantly adult cast', 'primarily adult cast', 'robot', 'robots', 'robots & android', 'romance', 'rome', 'ruthless', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'sex', 'sexual content', 'skimpy clothing', 'space', 'speculative fiction', 'stereotypes', 'strong female lead', 'the arts', 'thriller', 'time', 'tragedy', 'trains', 'tropes', 'united states', 'violence', 'war']",2006
07-Ghost,TV,25,FINISHED,https://cdn.myanimelist.net/images/anime/3/22605.jpg,1380,7.068716082933386,"['07 Ghost', '07 vaiduokliai', '07-GHOST', '07-Hayalet', '07-روح', '07ghost', '7 Ghosts', 'Septyni vaiduokliai', 'Seven Ghost', 'Seven Ghosts', 'Seventh Ghost', 'The Seven Ghost', 'The Seven Ghosts', 'Zero Seven Ghost', 'Седемте призрака', 'Седьмой Дух', 'Семь Душ', 'せぶんごーすと', 'セブンゴースト', '七鬼神']","['action', 'action drama', 'alternative world', 'amnesia', 'angst', 'based on a manga', 'bionic powers', 'bishoujo', 'bishounen', 'brainwashing', 'call my name', 'chain', 'comedy', 'demon', 'demons', 'doll', 'drama', 'drastic change of life', 'european stylised', 'evil military', 'exorcism', 'facial distortion', 'fantasy', 'fantasy world', 'fictional location', 'fighting', 'friendship', 'ghost', 'history is written by the victors', 'japanese production', 'josei', 'magic', 'magic circles', 'manga', 'mecha', 'memory manipulation', 'mermaid', 'military', 'mythology', 'nun', 'place', 'plot continuity', 'predominantly male cast', 'primarily male cast', 'psi-powers', 'reincarnation', 'religion', 'revenge', 'robot', 'robot helper', 'romance', 'sci-fi', 'shounen ai', 'speculative fiction', 'super power', 'supernatural', 'tragedy', 'tropes']",2009
100-man no Inochi no Ue ni Ore wa Tatteiru,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1506/117717.jpg,1380,6.791747791890649,"['000', '000 Lives', '100-man', '100-man no Inochi no Ue ni Ore wa Tatte Iru', '100man', '100万の命の上に俺は立っている', ""I'm Standing on a Million Lives"", ""I'm standing on 1,000,000 lives."", 'I`m Standing on 1', 'I`m Standing on a Million Lives', 'I’m Standing on a Million Lives', 'I’m standing on 1,000,000 lives.', 'Stoman', 'Я стою на миллионах трупов', 'Я стою на миллионе трупов', 'أنا أقف على مليون حياة', 'ข้าก้าวผ่าน 1 ล้านชีวิตเพื่อพิชิตเกมมรณะ', '我立于百万生命之上', '我立於百萬生命之上', '나는 100만 명의 목숨 위에 서 있다']","['3d cg animation', 'action', 'action drama', 'adventure', 'alternate universe', 'alternative world', 'angst', 'anti-hero', 'asia', 'bad luck', 'based on a manga', 'body horror', 'bullying', 'cgi', 'chuunibyou', 'collateral damage', 'comedy', 'coming of age', 'countryside', 'dark fantasy', 'death', 'death game', 'death is cheap', 'desert', 'drama', 'drastic change of life', 'dungeon', 'earth', 'ending', 'ensemble cast', 'european stylised', 'fantasy', 'fantasy world', 'female harem', 'fictional language', 'fictional location', 'game', 'game elements', 'goblin', 'gore', 'harem', 'horror', 'in medias res', 'isekai', 'japan', 'japanese production', 'journey', 'magic', 'magic circles', 'magic weapons', 'male protagonist', 'manga', 'massacre', 'melodrama', 'middle school', 'monster', 'monster of the week', 'monsters', 'murder', 'mutilation', 'open-ended', 'otaku culture', 'parallel world', 'person in a strange world', 'philosophy', 'place', 'plot continuity', 'present', 'primarily female cast', 'primarily teen cast', 'revenge', 'romance', 'rotten world', 'school', 'school life', 'shounen', 'show within a show', 'slow when it comes to love', 'speculative fiction', 'spellcasting', 'stereotypes', 'storytelling', 'suicide', 'survival', 'swordplay', 'swords & co', 'teamwork', 'time', 'tokyo', 'tragedy', 'training', 'tropes', 'violence', 'visible aura', 'vore', 'walls of text', 'watercolour style']",2020
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1424/117718.jpg,1380,7.031136325662641,"['100-man S2', '100-man no Inochi no Ue ni Ore wa Tatte Iru', '100-man no Inochi no Ue ni Ore wa Tatte Iru (2021)', '100-man no Inochi no Ue ni Ore wa Tatte Iru 2nd Season', '100-man no Inochi no Ue ni Ore wa Tatte Iru Part 2', '100-man no Inochi no Ue ni Ore wa Tatteiru (2021)', '100man s2', '100万の命の上に俺は立っている', '100万の命の上に俺は立っている (2021)', '100万の命の上に俺は立っている 2', '100万の命の上に俺は立っている 第2シーズン', ""I'm Standing On A Million Lives Saison 2"", ""I'm Standing On A Million Lives Staffel 2"", ""I'm Standing On A Million Lives Temporada 2"", ""I'm Standing on a Million Lives"", ""I'm Standing on a Million Lives 2nd Season"", ""I'm Standing on a Million Lives Season 2"", ""I'm standing on 1,000,000 lives. 2"", ""I'm standing on 1,000,000 lives. Season 2"", 'I`m Standing on a Million Lives (2021)', 'I’m Standing on a Million Lives (Saison 2)', 'I’m Standing on a Million Lives (Season 2)', 'I’m Standing on a Million Lives (Staffel 2)', 'I’m Standing on a Million Lives (Stagione 2)', 'I’m Standing on a Million Lives (Temporada 2)', 'I’m Standing on a Million Lives Season 2', 'Я стою на миллионе трупов (2021)', 'ข้าก้าวผ่าน 1 ล้านชีวิตเพื่อพิชิตเกมมรณะ ภาค 2', '我立于百万生命之上 第二季']","['3d cg animation', 'action', 'action drama', 'adventure', 'alternate universe', 'angst', 'anti-hero', 'asia', 'based on a manga', 'body horror', 'cgi', 'collateral damage', 'comedy', 'coming of age', 'countryside', 'death', 'death game', 'death is cheap', 'disaster', 'dragon', 'dragons', 'drama', 'drastic change of life', 'earth', 'ecchi', 'ending', 'engrish', 'ensemble cast', 'european stylised', 'fantasy', 'fantasy world', 'female harem', 'fictional language', 'fictional location', 'funny expressions', 'game', 'game elements', 'goblin', 'gore', 'harem', 'horror', 'isekai', 'island', 'japan', 'japanese production', 'journey', 'lgbtq+ themes', 'magic', 'magic circles', 'magic weapons', 'male protagonist', 'manga', 'massacre', 'mature themes', 'memory manipulation', 'middle school', 'monster', 'monsters', 'murder', 'mutilation', 'open-ended', 'parallel world', 'parasite', 'person in a strange world', 'philosophy', 'place', 'plot twists', 'present', 'romance', 'rotten world', 'school life', 'sequel', 'shounen', 'slow when it comes to love', 'speculative fiction', 'spellcasting', 'stereotypes', 'storytelling', 'summoning', 'survival', 'swordplay', 'swords & co', 'teamwork', 'time', 'time skip', 'tokyo', 'tragedy', 'training', 'tropes', 'unrequited love', 'violence', 'visible aura', 'vore', 'walls of text', 'war', 'war-zone realities', 'watercolour style']",2021
100-nichikan Ikita Wani,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1871/115717.jpg,3720,6.436863636363636,"['100 Nichikan Ikita Wani', '100-Nichikan Ikita Wani', '100-nichi Go ni Shinu Wani', '100-nichigo ni Shinu Wani', '100wani', '100日後に死ぬワニ', '100日間生きたワニ', 'A Crocodile Who Lived For 100 Days', 'Hyaku-nichi Go ni Shinu Wani', 'The Crocodile That Lived For 100 Days', 'The Crocodile Who Dies in 100 Days', 'This Croc Will Die in 100 Days', 'This Croc lived 100 Days']","['alligators and crocodiles', 'animal protagonists', 'animals', 'anthropomorphic', 'based on a 4-koma manga', 'based on a doujinshi', 'based on a manga', 'comedy', 'drama', 'japanese production', 'manga', 'motorcycles', 'non-human protagonists', 'photography', 'primarily adult cast', 'romance', 'seinen', 'slice of life', 'slice of life drama', 'time skip', 'tragedy', 'video games', 'work']",2021
1000-nen Joou: Queen Millennia,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1/2398.jpg,7260,6.736919449598022,"['1000-nen Joou', '1000-nen Joou Movie', '1000年女王 Queen Millennia', 'Millenia, la regina dei mille anni', 'Princesse Millenium', 'Queen Millennia - La regina dei mille anni', 'Queen Millennia Movie', 'Sen-nen Joou', 'Sennen Joou', 'Shin Taketori Monogatari: 1000-nen Joou (1982)', 'Shin Taketori Monogatari: 1000-nen Joō (1982)', 'Shin Taketori Monogatari: Sen-nen Joou', 'Королева тысячелетия (фильм)', '千年女王', '新竹取物語・1000年女王']","['action', 'adventure', 'alien', 'asia', 'based on a manga', 'disaster', 'drama', 'earth', 'fantasy', 'female protagonist', 'future', 'humanoid alien', 'japan', 'japanese production', 'leijiverse', 'love polygon', 'other planet', 'place', 'post apocalypse', 'post-apocalyptic', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'shipboard', 'space', 'space opera', 'space travel', 'speculative fiction', 'super power', 'time', 'tragedy', 'unrequited love']",1982
11-nin Iru!,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1771/96658.jpg,5460,7.069380333951762,"['11 Nin Iru', '11 Nin Iru!', '11人いる!', '11인이 있다', 'Było ich jedenaścioro', 'Juuichinin Iru!', 'Jūichinin Iru!', 'Quién es el 11º pasajero?', 'Siamo in undici!', 'They Were 11', 'They Were Eleven', 'They Were Eleven!', 'Zvijezda Odisej', 'tw11', '¿Quién es el 11º pasajero?', 'Их было одиннадцать', 'Те бяха единадесет!', '第十一人']","['action', 'adventure', 'agender', 'aim for the top', 'alien', 'aliens', 'amnesia', 'angst', 'based on a manga', 'cyborg', 'cyborgs', 'detailed landscapes', 'dialogue driven', 'disaster', 'drama', 'eco-horror', 'ending', 'ensemble cast', 'epidemic', 'faster-than-light travel', 'following one`s dream', 'future', 'gender bender', 'gender bending', 'happy ending', 'human enhancement', 'humanoid alien', 'in medias res', 'japanese production', 'journey', 'lgbtq+ themes', 'male protagonist', 'manga', 'mecha', 'medicine', 'memory manipulation', 'mystery', 'outer space', 'place', 'predominantly male cast', 'primarily male cast', 'psi-powers', 'psychological', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shipboard', 'shoujo', 'social class issues', 'social commentary', 'space', 'space exploration', 'space opera', 'space travel', 'speculative fiction', 'stand-alone movie', 'stereotypes', 'storytelling', 'super power', 'supernatural drama', 'survival', 'teamwork', 'thriller', 'time', 'tragedy', 'transgender', 'violence']",1986
11eyes,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/6/73520.jpg,1500,6.1660662614602,"['11 Eyes', '11 akių', '11 eyes', '11 глаз', '11 چشم', '11eyes -Tsumi to Batsu to Aganai no Shoujo-', '11eyes -罪與罰與贖的少女-', '11eyes イレブンアイズ', '11eyes: Sin, Damnation, and the Atonement Girl', '11eyes: Tsumi to Batsu to Aganai no Shoujo', 'أحد عشر عيناً', 'いれぶんあいず', 'イレブンアイズ', '罪与罚与赎的少女']","['action', 'action drama', 'alternative world', 'angst', 'based on a visual novel', 'based on an eroge', 'call my name', 'calling your attacks', 'comedy', 'contemporary fantasy', 'demons', 'drama', 'ecchi', 'ending', 'ensemble cast', 'erotic game', 'family life', 'fantasy', 'female student', 'fictional location', 'flashback', 'game', 'gore', 'happy ending', 'harem', 'high school', 'japanese production', 'kuudere', 'lap pillow', 'large breasts', 'lingerie', 'love polygon', 'magic', 'magic circles', 'male protagonist', 'memory manipulation', 'motifs', 'orphan', 'pantsu', 'parallel world', 'parental abandonment', 'place', 'present', 'protection complex', 'psi-powers', 'revenge', 'romance', 'school', 'school life', 'seinen', 'seven deadly sins', 'sex', 'sexual content', 'slapstick', 'smoker', 'speculative fiction', 'stereotypes', 'super power', 'supernatural', 'superpowers', 'survival', 'swordplay', 'tentacle', 'tragedy', 'tropes', 'tsundere', 'urban fantasy', 'violence', 'violent retribution for accidental infringement', 'visual novel', 'wardrobe limited to school uniform', 'weird eyes', 'witch', 'yandere']",2009
12 Shengxiao Guanjiafu: Wangluo Shijie Lixian,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1740/122498.jpg,780,0.0,"['12生肖全家福網絡世界歷險', 'The Networld Adventures of the 12 Family']","['adventure', 'anthropomorphic', 'chinese animation', 'family friendly', 'kids', 'non-human protagonists']",2001
12 Shengxiao Quanjiafu de Shenqi Shijie,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1461/122485.jpg,780,0.0,"['12生肖全家福的神奇世界', 'Family Portrait of the Chinese Zodiac', 'The Magic World of the 12 Family']","['animal protagonists', 'anthropomorphic', 'chinese animation', 'family friendly', 'kids', 'non-human protagonists']",1999
12-sai.: Chicchana Mune no Tokimeki,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1042/101333.jpg,1440,6.551659039373326,"['12-Sai. Chiccha na Mune no Tokimeki', '12-Sai: Chiccha na Mune no Tokimeki', '12-sai. Chicchana Mune no Tokimeki', '12-sai.: Chiccha na Mune no Tokimeki', '12岁。小小的胸口心跳加速', '12歳. (TV)', '12歳. ~ちっちゃなムネのトキメキ~', '12歳。 ~ちっちゃなムネのトキメキ~', '12歳。～ちっちゃなムネのトキメキ～', 'Age 12', 'Age 12.', 'Age 12. A Little Heart-Pounding', 'Age 12: A Little Heart-Pounding', 'Juuni-sai.', 'じゅうにさいちっちゃなむねのときめき']","['asia', 'based on a manga', 'bullying', 'child protagonists', 'coming of age', 'earth', 'elementary school', 'female protagonist', 'first love', 'friendship', 'heterosexual', 'japan', 'japanese production', 'manga', 'multiple couples', 'place', 'present', 'primarily child cast', 'romance', 'school', 'school life', 'shoujo', 'slice of life', 'time']",2016
12-sai.: Chicchana Mune no Tokimeki 2nd Season,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/10/80312.jpg,1440,6.870700474129046,"['12-Sai. Chiccha na Mune no Tokimeki 2nd Season', '12-Sai. Chicchana Mune no Tokimeki 2nd Season', '12-Sai: Chiccha na Mune no Tokimeki 2', '12-sai. Chicchana Mune no Tokimeki', '12-sai. Chicchana Mune no Tokimeki (2016)', '12-sai.: Chiccha na Mune no Tokimeki 2', '12-sai.: Chicchana Mune no Tokimeki 2', '12岁。小小的胸口心跳加速 第二季', '12歳. ~ちっちゃなムネのトキメキ~', '12歳. ~ちっちゃなムネのトキメキ~ (2016)', '12歳。 ~ちっちゃなムネのトキメキ~ (2016)', '12歳。～ちっちゃなムネのトキメキ～', '12歳。～ちっちゃなムネのトキメキ～ 2', '12歳。～ちっちゃなムネのトキメキ～ セカンドシーズン', 'Age 12.', 'Age 12. A Little Heart-Pounding 2nd Season', 'Age 12: A Little Heart-Pounding 2', 'Juuni-sai.', 'じゅうにさいちっちゃなむねのときめき']","['based on a manga', 'child protagonists', 'elementary school', 'female protagonist', 'first love', 'friendship', 'heterosexual', 'japanese production', 'manga', 'multiple couples', 'present', 'primarily child cast', 'romance', 'school', 'school life', 'shoujo']",2016
16bit Sensation: Another Layer,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1588/138395.jpg,1380,7.001085549371264,"['16 Bit Sensation: Another Layer', '16-битная чувственность: Новый слой', '16bit Sensation', '16bit Sensation : Another Layer', '16bit Sensation: ANOTHER LAYER', '16bit 的感动 ANOTHER LAYER', '16bit 的感動 ANOTHER LAYER', '16bit 的感動ANOTHER LAYER', '16bitセンセーション', '16bitセンセーション ANOTHER LAYER']","['adult cast', 'age gap', 'akihabara', 'aliens', 'alternative present', 'anachronism', 'anachronisms', 'angst', 'asia', 'based on a doujinshi', 'based on real events', 'be careful what you wish for', 'character driven', 'comedy', 'cute girls doing cute things', 'daily life', 'doujin', 'drawing', 'dystopian', 'earth', 'episodic', 'fantasy', 'female protagonist', 'following one`s dream', 'funny expressions', 'historical', 'japan', 'japanese production', 'long time span', 'magic', 'magical realism', 'manga', 'money', 'nostalgia', 'otaku', 'otaku culture', 'past', 'place', 'plot continuity', 'plot twists', 'poverty', 'preaired episodes', 'predominantly adult cast', 'present', 'primarily adult cast', 'reintroducing technology', 'sci-fi', 'seinen', 'slice of life', 'software development', 'speculative fiction', 'supernatural', 'teamwork', 'the arts', 'time', 'time machine', 'time manipulation', 'time skip', 'time travel', 'tokyo', 'urban', 'video game development', 'video game industry', 'video games', 'work', 'working life', 'workplace']",2023
18if,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/7/86743.jpg,1380,6.028376554662269,"['18 Anime', '18 If', '18 if', '18-і', '18アニメ', '18：与你相连的拼图游戏', '에이틴 이프']","['3d cg animation', 'adventure', 'alternate universe', 'alternative world', 'amnesia', 'asia', 'based on a mobile game', 'beastman', 'bullying', 'cgi', 'collections', 'crossdressing', 'death', 'dialogue driven', 'disability', 'drama', 'dream world', 'earth', 'ed variety', 'ensemble cast', 'episodic', 'excessive violence', 'fantasy', 'female harem', 'game', 'gender bending', 'ghost', 'gods', 'gore', 'hero of strong character', 'high school', 'idol', 'isekai', 'japan', 'japanese production', 'male protagonist', 'mature themes', 'monster', 'murder', 'mystery', 'place', 'psi-powers', 'psychological drama', 'sadism', 'school life', 'sci-fi', 'speculative fiction', 'storytelling', 'suicide', 'supernatural', 'supernatural drama', 'tragedy', 'violence', 'witch']",2017
