title,type,episodes,status,picture,duration,score,synonyms,tags,year
Kiniro no Corda: Blue♪Sky,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/2/59779.jpg,1380,6.342218694885361,"[""Kin'iro no Chord 3"", ""Kin'iro no Chord: Blue Sky"", 'Kin-iro no Corda 3', 'Kin`iro no Chord: Blue Sky', 'Kiniro no Chord 3', 'Kiniro no Chord Blue Sky', 'Kiniro no Chord Blue♪Sky', 'Kiniro no Corda 3', 'Kin’iro no Corda: Blue Sky', ""La Corda D'Oro Blue♪Sky"", ""La Corda D'Oro: Blue Sky"", ""La Corda d'Oro 3"", ""La Corda d'Oro: Blue Sky"", 'La Corda d`Oro Blue Sky', 'La Corda d`Oro: Blue Sky', 'La Corda d’oro -Blue♪Sky-', ""La corda d'oro: Blue♪Sky"", 'La corda d’oro -Blue Sky-', 'La corda d’oro -Blue♪Sky-', 'きんいろのこるだぶるーすかい', '金色のコルダ Blue♪Sky', '金色のコルダ3', '金色琴弦 Blue♪Sky']","['based on a visual novel', 'based on an otome game', 'bishounen', 'classical music', 'drama', 'ensemble cast', 'female protagonist', 'game', 'harem', 'high school', 'japanese production', 'josei', 'male harem', 'music', 'music school', 'present', 'primarily male cast', 'reverse harem', 'romance', 'school', 'school dormitory', 'school life', 'shoujo', 'the arts', 'visual novel']",2014
Kiniro no Corda: Primo Passo,TV,25,FINISHED,https://cdn.myanimelist.net/images/anime/9/7228.jpg,1440,7.464683812919109,"[""Kin'iro no Chord"", ""Kin'iro no Chord: Primo Passo"", ""Kin'iro no Corda: Primo Passo"", 'Kin-iro no Corda: Primo Passo', 'Kin`iro no Chord: Primo Passo', 'Kiniro no Chord', 'Kiniro no Corda', 'Kiniro no Corda: primo passo', 'Kin’iro no Corda: Primo Passo', ""La Corda D'Oro ~primo passo~"", ""La Corda D'Oro: Primo Passo"", 'La Corda D`Oro', 'La Corda D`Oro ~primo passo~', 'La Corda D’Oro: Primo Passo', ""La Corda d'Oro: Primo Passo"", 'La Corda d`Oro: Primo Passo', ""La corda d'oro: primo passo"", 'The Golden Chord', 'The Golden Chord: First Step', 'The Golden String: First Step', 'Złota struna ~pierwszy krok~', 'Златната корда: Първа стъпка', 'Золотая струна', 'きんいろのこるだぷりもぱっそ', '金色のコルダ ~primo passo[プリモ・パッソ]~', '金色のコルダ ～primo passo～', '金色のコルダ～primo passo～', '金色琴弦']","['angst', 'asia', 'based on a visual novel', 'based on an otome game', 'bishounen', 'classical music', 'comedy', 'competition', 'contemporary fantasy', 'drama', 'earth', 'fantasy', 'female protagonist', 'game', 'ganbatte', 'harem', 'high school', 'japan', 'japanese production', 'josei', 'love polygon', 'magic', 'male harem', 'music', 'music school', 'place', 'plot continuity', 'predominantly male cast', 'present', 'primarily male cast', 'reverse harem', 'romance', 'school', 'school life', 'shoujo', 'speculative fiction', 'stereotypes', 'the arts', 'time', 'tsundere', 'visual novel']",2006
Kinkyuu Hasshin Saver Kids,TV,50,FINISHED,https://cdn.myanimelist.net/images/anime/10/88402.jpg,1500,6.53129658097005,"['Emergency Departure Rescue Kids', 'Kikyu Hasshin Saver Kids', 'Kinkyu Hasshin Saver Kids', 'Kinkyū Hasshin Saver Kids', 'Miúdos do Resgate', 'Niños al Rescate', 'Rescue Kids', 'THE RESCUE KIDS', 'The Rescue Kids', 'الأطفال الأبطال', '緊急発進セイバーキッズ']","['action', 'adventure', 'android', 'comedy', 'cyborgs', 'earth', 'future', 'human enhancement', 'japanese production', 'mecha', 'original work', 'piloted robot', 'place', 'robot', 'robot helper', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'slapstick', 'speculative fiction', 'time', 'time travel', 'violent retribution for accidental infringement']",1991
Kinnikuman,TV,137,FINISHED,https://cdn.myanimelist.net/images/anime/5/5182.jpg,1440,6.767967841682127,"['Kinnikuman: El Hombre Músculo', 'Mr Muscleman', 'Muscleman', 'Musculman', 'Ultimate Muscle', 'キン肉マン']","['action', 'action comedy', 'adventure', 'alien', 'aliens', 'asia', 'baseball', 'based on a manga', 'canon filler', 'combat', 'combat sport', 'combat sports', 'comedy', 'competition', 'creepy laugh', 'defeat means friendship', 'earth', 'engrish', 'episodic', 'fighting', 'hand to hand combat', 'japan', 'japanese production', 'kaiju', 'male protagonist', 'manga', 'martial arts', 'monster-of-the-week', 'other planet', 'parody', 'place', 'plot continuity', 'present', 'primarily male cast', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'self-parody', 'shounen', 'simple-minded', 'slapstick', 'space', 'space travel', 'speculative fiction', 'sports', 'super power', 'superhero', 'superheroes', 'superpowers', 'time', 'toilet humour', 'tournaments', 'tropes', 'violence', 'weekly shounen jump', 'wrestling']",1983
Kinnikuman (Movie),MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1457/98817.jpg,2880,6.177612244897959,"['Kinnikuman', 'Kinnikuman (1984)', 'Kinnikuman Movie', 'Kinnikuman Movie 1', 'Kinnikuman: Stolen Championship Belt', 'Kinnikuman: The Stolen Championship Belt', 'Kinnikuman: Ubawareta Championship Belt', 'Kinnikuman: Ubawareta champion belt', 'キン肉マン', 'キン肉マン (1984)', 'キン肉マン (キン肉マン 奪われたチャンピオンベルト)', 'キン肉マン 奪われたチャンピオンベルト', 'キン肉マン （1984）']","['action', 'action comedy', 'combat sport', 'combat sports', 'comedy', 'hand to hand combat', 'japanese production', 'manga', 'martial arts', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'sports', 'superheroes', 'wrestling']",1984
Kinnikuman II Sei,TV,51,FINISHED,https://cdn.myanimelist.net/images/anime/10/30373.jpg,1440,6.483043221328937,"['Kid Músculo: El Legado Kinnikuman', 'Kinnikuman II', 'Kinnikuman II (2002)', 'Kinnikuman II Sei (2002)', 'Kinnikuman II-sei', 'Kinnikuman II-sei (2002)', 'Kinnikuman Nisei', 'Kinnikuman Second Generations', 'Kinnikuman Second Generations (2002)', 'MR. MUSCLEMAN Second Generation', 'Mr Muscleman: Second Generation', 'Músculo Total', 'Ultimate Muscle', 'Ultimate Muscle - The Kinnikuman Legacy', 'Ultimate Muscle: The Kinnikuman Legacy', 'คินนิคุแมน จอมพลัง ภาค 2', 'きんにくまんにせい', 'キン肉マンII世', 'キン肉マンII世 second generations', 'キン肉マンII世 second generations (2002)', 'キン肉マンII世 （2002）']","['action', 'action comedy', 'aliens', 'combat sport', 'combat sports', 'comedy', 'crude', 'hand to hand combat', 'japanese production', 'manga', 'martial arts', 'revenge', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'shounen', 'speculative fiction', 'sports', 'super power', 'superhero', 'superheroes', 'weak to strong', 'wrestling']",2002
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1994/97587.jpg,2400,6.083384044526902,"['Kinniku-Man the 2nd', 'Kinnikuman II Sei Movie 2: Muscle Ninjin Soudatsu! Choujin Daisensou', 'Kinnikuman II Sei Muscle: Ninjin Soudatsu sen! Choujin Daisensou', 'Kinnikuman II Sei: Muscle Ninjin Soudatsu! Choujin Daisensou', 'Kinnikuman II Sei: Muscle Ninjin Sōdatsu! Chōjin Daisensō', 'Kinnikuman II-sei: Muscle Ninjin Soudatsu! Choujin Daisensou', 'Kinnikuman II: Muscle-Man Competition! Great War', 'Kinnikuman Nisei', 'Kinnikuman Second Generations: Muscle-Man Competition! Great War', 'Massuru Ninjin Soudatsu! Choujin Dai Sensou', 'Muscle Ginseng Competition! The Great Choujin War', 'Ultimate Muscle', 'キン肉マンII世 マッスル人参争奪! 超人大戦争', 'キン肉マンII世 マッスル人参争奪！ 超人大戦争', 'キン肉マンII世 マッスル人参争奪！超人大戦争']","['action', 'combat sport', 'comedy', 'crude', 'drama', 'hand to hand combat', 'japanese production', 'martial arts', 'romance', 'samurai', 'sci-fi', 'science fiction', 'science-fiction', 'speculative fiction', 'sports', 'superheroes', 'swordplay', 'weak to strong', 'wrestling']",2002
Kinnikuman II Sei: Ultimate Muscle,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/9/22234.jpg,1440,6.460488868274584,"['Kinnikuman II Sei: ULTIMATE MUSCLE', 'Kinnikuman II-sei: Ultimate Muscle', 'Kinnikuman II: Ultimate Muscle', 'Kinnikuman Nisei: Ultimate Muscle', 'Kinnikuman Second Generations: Ultimate Muscle', 'MR. MUSCLEMAN Second Generation ULTIMATE MUSCLE', 'Mr Muscleman: Second Generation - Ultimate Muscle', 'Ultimate Muscle (Chojin Crown Arc Part 1)', 'Ultimate Muscle (Stagione 2)', 'きんにくまんにせいあるてぃめっとまっする', 'キン肉マンII世 ULTIMATE MUSCLE', 'キン肉マンII世 Ultimate Muscle']","['action', 'action comedy', 'combat sport', 'combat sports', 'comedy', 'hand to hand combat', 'japanese production', 'manga', 'martial arts', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'shounen', 'speculative fiction', 'sports', 'superheroes', 'wrestling']",2004
Kinnikuman II Sei: Ultimate Muscle 2,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/10/14986.jpg,1440,6.647211966604823,"['Kinnikuman II Sei: ULTIMATE MUSCLE 2', 'Kinnikuman II Yo: Ultimate Muscle 2', 'Kinnikuman II-sei: Ultimate Muscle 2', 'Kinnikuman Nisei: Ultimate Muscle 2', 'Kinnikuman Second Generations: Ultimate Muscle 2', 'MR. MUSCLEMAN Second Generation ULTIMATE MUSCLE 2', 'Ultimate Muscle (Chojin Crown Arc Part 2)', 'Ultimate Muscle (Stagione 3)', 'きんにくまんにせいあるてぃめっとまっするつー', 'キン肉マンII世 ULTIMATE MUSCLE 2']","['action', 'action comedy', 'adventure', 'combat sport', 'combat sports', 'comedy', 'hand to hand combat', 'japanese production', 'manga', 'martial arts', 'sci-fi', 'science fiction', 'seinen', 'shounen', 'sports', 'superheroes', 'tournaments', 'wrestling']",2006
Kinnikuman: Kanpeki Chоujin Shiso-hen,TV,11,FINISHED,https://cdn.myanimelist.net/images/anime/1993/143335.jpg,1380,6.460561533704392,"['Kinnikuman (2024)', 'Kinnikuman : Perfect Origin Arc', 'Kinnikuman Perfect Origin Arc', 'Kinnikuman: Arco del origen perfecto', 'Kinnikuman: Hoàn mỹ thủy tổ', 'Kinnikuman: Kanpeki Choujin Shiso Hen', 'Kinnikuman: Kanpeki Choujin Shiso-hen', 'Kinnikuman: Kanpeki Chōjin Shiso-hen', 'Kinnikuman: Perfect Origin Arc', 'Kinnikuman: Perfect Origin Hen', 'Kinnikuman: Perfect Origin-hen', 'Kinnikuman: Perfect Superhuman Origin Arc', 'Muscleman', 'Muscleman (New Anime)', 'Muscleman, Musculman', 'Musculman', 'Musculman: La crónica del origen perfecto', 'كينيكومان: حكاية النشأة المثالية', 'คินนิคุแมน: บรรพบุรุษยอดมนุษย์ผู้สมบูรณ์แบบ', '『キン肉マン』完璧超人始祖編', 'キン肉マン (新シリーズ)', 'キン肉マン 完璧超人始祖編', '筋肉人 完美超人始祖篇', '筋肉人：完美超人始祖篇', '金肉人：完美超人始祖篇', '근육맨: 완벽초인시조 편']","['action', 'action comedy', 'adventure', 'aliens', 'anthropomorphism', 'based on a manga', 'combat sports', 'comedy', 'excessive violence', 'hand to hand combat', 'japanese production', 'male protagonist', 'primarily adult cast', 'primarily male cast', 'sci fi', 'shounen', 'sports', 'superhero', 'superheroes', 'superpowers', 'tournaments', 'wrestling']",2024
Kinnikuman: Kanpeki Chоujin Shiso-hen Season 2,TV,11,FINISHED,https://cdn.myanimelist.net/images/anime/1228/146704.jpg,1380,6.80895609152752,"['Kinnikuman : Perfect Origin Arc Saison 2', 'Kinnikuman Perfect Origin Arc Season 2', 'Kinnikuman: Kanpeki Choujin Shiso Hen (2025)', 'Kinnikuman: Kanpeki Choujin Shiso-hen Season 2', 'Kinnikuman: Kanpeki Chōjin Shiso-hen Season 2', 'Kinnikuman: Perfect Origin Arc (2025)', 'Kinnikuman: Perfect Origin Arc Season 2', 'Kinnikuman: Perfect Origin Arc Staffel 2', 'Kinnikuman: Perfect Origin Arc Stagione 2', 'Kinnikuman: Perfect Origin Hen', 'Kinnikuman: Perfect Origin Hen (2025)', 'Kinnikuman: Perfect Origin-hen Season 2', 'Kinnikuman: Perfect Superhuman Origin Arc Season 2', 'Muscleman', 'Muscleman, Musculman', 'Musculman', 'Musculman: La crónica del origen perfecto Temporada 2', 'คินนิคุแมน: บรรพบุรุษยอดมนุษย์ผู้สมบูรณ์แบบ ภาคที่ 2', '『キン肉マン』完璧超人始祖編 Season2', 'キン肉マン 完璧超人始祖編', 'キン肉マン 完璧超人始祖編 (2025)', 'キン肉マン 完璧超人始祖編 Season 2', 'キン肉マン 完璧超人始祖編 Season2']","['action', 'action comedy', 'aliens', 'anthropomorphism', 'based on a manga', 'combat sports', 'comedy', 'desert', 'excessive violence', 'hand to hand combat', 'japanese production', 'male protagonist', 'primarily adult cast', 'primarily male cast', 'sci fi', 'sequel', 'shounen', 'sports', 'superhero', 'superheroes', 'superpowers', 'tournaments', 'wrestling']",2025
Kinnikuman: Kinnikusei Oui Soudatsu-hen,TV,46,FINISHED,https://cdn.myanimelist.net/images/anime/1877/105621.jpg,1440,6.351589053803339,"['Kinnikuman: Kinnikusei Oui Soudatsu Hen', 'Kinnikuman: Kinnikusei Oui Soudatsuhen', 'Kinnikuman: Kinnikusei Ōi Sōdatsuhen', 'Kinnikuman: Scramble For The Throne', 'Mr Muscleman: Scramble For The Throne', 'キン肉マン\u3000キン肉星王位争奪編', 'キン肉マン・キン肉星王位争奪編']","['action', 'action comedy', 'adventure', 'based on a manga', 'combat sport', 'combat sports', 'comedy', 'japanese production', 'male protagonist', 'manga', 'martial arts', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'sports', 'wrestling']",1991
Kinnikuman: New York Kiki Ippatsu!,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1783/97583.jpg,2700,6.264777630532733,"['Kinnikuman Movie 6: New York Kiki Ippatsu!', 'Kinnikuman: New York Close Call!', 'Kinnikuman: New York Kikiippatsu!', 'Kinnikuman: New York Kikīppatsu!', 'キン肉マン ニューヨーク危機一髪!', 'キン肉マン ニューヨーク危機一髪！']","['action', 'action comedy', 'adventure', 'combat', 'combat sport', 'combat sports', 'comedy', 'foreign', 'hand to hand combat', 'japanese production', 'manga', 'martial arts', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'sports', 'superheroes', 'superpowers', 'wrestling']",1986
Kinnikuman: Ooabare! Seigi Choujin,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1274/98815.jpg,2880,6.093895043731778,"['Kinnikuman Movie 2', 'Kinnikuman Movie 2: Ooabare! Seigi Choujin', 'Kinnikuman: Dai Abareru! Seigi Choujin', 'Kinnikuman: Dai Abareru! Seigi Chōjin', 'Kinnikuman: Daiabare! Segi Choujin', 'Kinnikuman: Great Riot! Justice Superman', 'キン肉マン 大暴れ! 正義超人', 'キン肉マン 大暴れ！正義超人']","['action', 'action comedy', 'combat sport', 'combat sports', 'comedy', 'hand to hand combat', 'japanese production', 'manga', 'martial arts', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'sports', 'superheroes', 'superpowers', 'wrestling']",1984
Kinnikuman: Seigi Choujin vs. Kodai Choujin,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1744/97584.jpg,2700,6.020466472303206,"['Kinnikuman Movie 3: Seigi Choujin vs. Kodai Choujin', 'Kinnikuman: Justice Superman Vs. Ancient Superman', 'Kinnikuman: Justice Superman vs. Ancient Superman', 'Kinnikuman: Seigi Choujin vs Kodai Choujin', 'Kinnikuman: Seigi Chōjin vs Kodai Chōjin', 'キン肉マン 正義超人VS古代超人', 'キン肉マン 正義超人vs古代超人', 'キン肉マン 正義超人ＶＳ古代超人', '筋肉人 正义超人vs古代超人']","['action', 'action comedy', 'adventure', 'americas', 'chile', 'combat', 'combat sport', 'comedy', 'earth', 'easter island', 'hand to hand combat', 'japanese production', 'manga', 'martial arts', 'place', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'sports', 'superheroes', 'superpowers', 'wrestling']",1985
Kinnikuman: Seigi Choujin vs. Senshi Choujin,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1102/97585.jpg,3000,6.286907500662602,"['Justice Supermen vs. Fighter Supermen', 'Kinnikuman Movie 7: Seigi Choujin vs Senshi Choujin', 'Kinnikuman: Justice Superman vs. Soldier Superman', 'Kinnikuman: Seigi Choujin vs Senshi Choujin', 'Kinnikuman: Seigi Chōjin vs Senshi Chōjin', 'キン肉マン 正義超人VS戦士超人', 'キン肉マン 正義超人vs戦士超人', 'キン肉マン 正義超人ＶＳ戦士超人']","['action', 'action comedy', 'adventure', 'combat sport', 'combat sports', 'comedy', 'hand to hand combat', 'japanese production', 'martial arts', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'sports', 'superheroes', 'superpowers', 'wrestling']",1986
Kino no Tabi: The Beautiful World,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1763/95397.jpg,1440,8.144800722941124,"['Călătoria lui Kino: Lumea frumoasă', 'Kino no Tabi', 'Kino no Tabi: the Beautiful World', ""Kino's Journey"", ""Kino's Journey: The Beautiful World"", ""Kino's Travels: The Beautiful World"", 'Kino`nun Seyahati: Güzel Dünya', 'Kino`s Journey', 'Kino`s Journey: The Beautiful World', 'Kino`s Travels: The Beautiful World', 'Kinos Journey', 'Kinos Reise', 'Kinos Resa', 'Kinos resa', 'Kino’s Journey', 'Kino’s Journey: The Beautiful World', 'Kino’s Travels: The Beautiful World', 'KnT', ""L'Odyssé de Kino"", ""L'Odyssée de Kino"", 'L`Odyssée de Kino', 'Podróż Kino', 'Viaje de Kino: El Maravilloso Mundo', 'kino', 'Подорож Кіно ~Прекрасний світ~', 'Прекрасный мир кинопутешествия', 'Путешествие Кино - прекрасный мир', 'Пътуването на Кино - Прекрасният Свят', 'Странствия Кино', 'המסע של קינו', 'سفرهای کینو: دنیای زیبا', 'キノの旅 -The Beautiful World-', 'キノの旅 -the Beautiful World-', 'キノの旅 ～the Beautiful World～', '奇诺之旅', '키노의 여행: The Beautiful World']","['1920s', 'achronological order', 'action', 'adventure', 'agender', 'anthropomorphism', 'aviation', 'based on a light novel', 'battle royale', 'betrayal', 'cannibalism', 'comedy', 'cross-dressing', 'death', 'disaster', 'drama', 'dystopia', 'dystopian', 'episodic', 'evil military', 'fantasy', 'fantasy world', 'female protagonist', 'fictional location', 'foreign', 'gunfights', 'guns', 'historical', 'horror', 'human cannibalism', 'iyashikei', 'japanese production', 'journey', 'kuudere', 'law and order', 'melancholy', 'meta', 'military', 'mopeds', 'motorcycles', 'narration', 'nostalgia', 'novel', 'past', 'philosophy', 'place', 'plot continuity', 'politics', 'present', 'psychological', 'psychological drama', 'rebellion', 'religion', 'reverse trap', 'robots', 'rotten world', 'rural', 'satire', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'slavery', 'slice of life', 'snowscape', 'social commentary', 'sociocultural evolution', 'speculative fiction', 'steampunk', 'stoic heroine', 'storytelling', 'strong female lead', 'suicide', 'survival', 'tanks', 'the arts', 'time', 'tragedy', 'trauma', 'travel', 'vignetted picture', 'violence', 'volcanic eruption', 'war']",2003
Kino no Tabi: The Beautiful World - The Animated Series,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/13/87235.jpg,1380,7.498379684982859,"['Kino no Tabi (2017)', 'Kino no Tabi -the Beautiful World- the Animated Series', 'Kino no Tabi: The Beautiful World - the Animated Series', ""Kino's Journey -the Beautiful World- the Animated Series"", ""Kino's Journey : The Beautiful World - The Animated Series"", ""Kino's Journey: The Beautiful World - The Animated Series"", ""Kino's Journey: the Beautiful World. the Animated Series"", 'Kino`s Journey', 'Kino`s Journey (2017)', 'Kino`s Journey -the Beautiful World- the Animated Series', 'Kino`s Journey: The Beautiful World - The Animated Series', 'Kinos Journey', 'Kinos Reise: Die wunderschöne Welt - Die animierte Serie', 'Kino’s Journey: The Beautiful World - The Animated Series', 'Kino’s Travels: The Beautiful World', 'KnT', 'kino s2', 'kino2', 'Путешествие Кино: прекрасный мир', 'きののたびざびゅーてぃふるわーるどじあにめいてっどしりーず', 'キノの旅 -the Beautiful World- the Animated Series', 'キノの旅 the Beautiful World (新作)', '奇诺之旅 -the Beautiful World- the Animated Series', '키노의 여행: The Beautiful World - The Animated Series']","['3d cg animation', 'action', 'adventure', 'agender', 'angst', 'based on a light novel', 'be careful what you wish for', 'brainwashing', 'cgi', 'coming of age', 'cooking', 'countryside', 'crime', 'crunchyroll co-production', 'death', 'detailed landscapes', 'detective', 'disaster', 'drama', 'dystopia', 'ending', 'episodic', 'european stylised', 'family life', 'fantasy', 'female protagonist', 'fictional language', 'fictional location', 'foreign', 'friendship', 'gore', 'gunfights', 'guns', 'historical', 'in medias res', 'japanese production', 'journey', 'kuudere', 'lost technology', 'military', 'motorcycles', 'murder', 'mystery', 'novel', 'open-ended', 'parallel world', 'parental abandonment', 'philosophy', 'photography', 'place', 'plot twists', 'present', 'psychological', 'psychological drama', 'rebellion', 'romance', 'rotten world', 'rural', 'sci fi', 'science-fiction', 'slavery', 'slice of life', 'social class issues', 'social commentary', 'sociocultural evolution', 'strong female lead', 'survival', 'swordplay', 'tragedy', 'travel', 'tropes', 'unrequited love', 'violence', 'volcanic eruption']",2017
Kinoko Inu,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1954/144622.jpg,1380,6.578296846011131,"['Kinoko Inu - Mushroom Pup', 'Kinoko Inu: Mushroom Pup', 'Kinokoinu', 'Kinokoinu Mushroom Pup', 'Kinokoinu: Mushroom Pup', 'Mushroom Pup', 'きのこいぬ']","['adult cast', 'animals', 'anthropomorphism', 'based on a manga', 'bisexual', 'comedy', 'daily life', 'death of a loved one', 'dogs', 'drama', 'drawing', 'fantasy', 'iyashikei', 'japanese production', 'lgbtq+ themes', 'male protagonist', 'manga', 'orphan', 'pets', 'preaired episodes', 'predominantly adult cast', 'primarily adult cast', 'rehabilitation', 'seinen', 'slice of life', 'supernatural', 'work', 'writers', 'writing']",2024
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1561/125302.jpg,1380,7.052164502164501,"['Kinsou no Vermeil ~Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu~', 'Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai o Tsukisusumu', 'Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsuki Susumu', 'Kinsō no Vermeil: Gakeppuchi Majutsushi wa Saikyō no Yakusai to Mahō Sekai o Tsukisusumu', 'Vermeil', 'Vermeil in Gold', 'Vermeil in Gold - A Magician Pushes Through the Magical World With the Strongest Disaster', 'Vermeil in Gold - Il mago a rischio bocciatura e la calamità più forte si fanno strada nel mondo della magia', 'Vermeil in Gold: A Desperate Magician Barges Into the Magical World Alongside the Strongest Calamity', 'Vermeil in Gold: A Desperate Magician Barges into the Magical World Alongside the Strongest Calamity', 'Vermeil in Gold: A Magician Pushes Through the Magical World with the Strongest Disaster', 'Vermeil in Gold: The Failing Student and the Strongest Scourge Plunge Into the World of Magic', 'เวอร์มีลแห่งเวทสีทอง ~นักอาคมหวิดซิ่วกับอสูรรับใช้สุดแกร่งบุกตะลุยโลกเวทมนตร์~', 'เวอร์มีลแห่งเวทสีทอง: นักอาคมหวิดซิ่วกับอสูรรับใช้สุดแกร่งบุกตะลุยโลกเวทมนตร์', '金装のヴェルメイユ ～崖っぷち魔術師は最強の厄災と魔法世界を突き進む～', '金装のヴェルメイユ~崖っぷち魔術師は最強の厄災と魔法世界を突き進む~', '金装のヴェルメイユ～崖っぷち魔術師は最強の厄災と魔法世界を突き進む～', '金装的维尔梅', '金装的薇尔梅', '金裝的維爾梅', '金裝的維爾梅 ~ 瀕臨留級的魔法師聯手最強災厄勇闖魔法世界 ~']","['absurdly powerful student council', 'acting', 'action', 'action comedy', 'adoring fan club', 'adventure', 'age gap', 'air combat', 'alternative world', 'anachronisms', 'angels', 'based on a manga', 'boarding school', 'calling your attacks', 'comedy', 'death', 'delayed death', 'demon', 'demons', 'dragon', 'ecchi', 'european stylised', 'fantasy', 'female harem', 'fictional location', 'fighting', 'funny expressions', 'harem', 'heterosexual', 'high school', 'huge breasts', 'japanese production', 'love triangle', 'magic', 'magic circles', 'magic school', 'male protagonist', 'manga', 'milf', 'monster girl', 'nudity', 'older woman, younger man', 'place', 'primarily teen cast', 'redemption', 'romance', 'school', 'school clubs', 'school life', 'sex', 'shounen', 'skimpy clothing', 'slapstick', 'speculative fiction', 'spellcasting', 'stereotypes', 'strong female lead', 'succubus', 'sudden naked girl appearance', 'summoning', 'terrorism', 'the power of love', 'tragedy', 'tropes', 'violence', 'visible aura', 'world domination', 'yandere']",2022
Kioka,TV,78,FINISHED,https://cdn.myanimelist.net/images/anime/1846/114462.jpg,480,0.0,['키오카'],"['family friendly', 'kids', 'short episodes']",2012
Kirakira Happy★Hirake! Cocotama,TV,55,FINISHED,https://cdn.myanimelist.net/images/anime/1742/93170.jpg,1440,6.066935683364254,"['Kira Kira Happy Hirake! Cocotama', 'Kira Kira Happy ★ Hirake! Cocotama', 'Kira Kira Happy★Hirake! Cocotama', 'Kirakira Happy Hirake! Cocotama', 'Sparkling Happy ★ Open! Cocotama', 'キラキラハッピー★ひらけ! ここたま', 'キラキラハッピー★ひらけ！ ここたま', 'キラキラハッピー★ひらけ！ここたま', '闪亮幸福★开启吧!心灵', '반짝반짝 해피★ 열려라! 코코타마']","['adventure', 'animals', 'comedy', 'episodic', 'family friendly', 'fantasy', 'female protagonist', 'gods', 'japanese production', 'kids', 'magic', 'primarily child cast', 'slice of life']",2018
Kirakira☆Precure A La Mode,TV,49,FINISHED,https://cdn.myanimelist.net/images/anime/12/88612.jpg,1440,7.28478059506631,"['KIRA KIRA☆PRECURE A LA MODE', 'KIRA KIRA☆PRETTY CURE A LA MODE', 'Kira Kira Pretty Cure A La Mode', 'Kira Kira Pretty Cure à la mode', 'Kira Kira☆Pretty Cure A La Mode', 'Kira Kira☆Pretty Cure a La Mode', 'Kira Kira☆Pretty Cure a la Mode', 'KiraKira☆光之美少女 A La Mode', 'Kirakira Precure A La Mode', 'Kirakira Precure À La Mode', 'Kirakira Pretty Cure A La Mode', 'Kirakira Pretty Cure a la Mode', 'Kirakira☆Precure a la Mode', 'Kirakira☆Precure À La Mode', 'Pretty Cure Season 14', 'kkpcalm', 'precure14', 'Блестящие Претти Кьюр а ля мод', 'キラキラ☆プリキュアアラモード']","['action', 'adventure', 'animals', 'baking', 'band', 'cafe', 'calling your attacks', 'comedy', 'coming of age', 'cooking', 'cute girls doing cute things', 'educational', 'ensemble cast', 'episodic', 'family friendly', 'fantasy', 'female protagonist', 'food', 'food and beverage', 'food preparation', 'gourmet', 'henshin', 'japanese production', 'kemonomimi', 'kids', 'lgbtq+ themes', 'magic', 'magical girl', 'mahou shoujo', 'middle school', 'monster', 'monster-of-the-week', 'nekomimi', 'new', 'plot continuity', 'predominantly female cast', 'present', 'primarily child cast', 'primarily female cast', 'restaurant', 'school', 'school life', 'sentai', 'sequel', 'shapeshifting', 'shoujo', 'slice of life', 'super power', 'superhero', 'superheroes', 'time manipulation', 'tokusatsu', 'tomboy', 'tropes', 'urban', 'urban fantasy', 'work']",2017
